payment_id,customer_id,amount,payment_method,bank,timestamp,merchant_category,payment_status,failure_code,failure_category,retry_count,gateway_latency_ms,customer_success_rate,previous_failures_30d,previous_successful_retries,customer_tenure_days,subscription_status,hour,day_of_week,device_type,network_type,location_zone,gt_retry_now,gt_retry_later,gt_switch_method,gt_send_notification,gt_stop,gt_best_action,split
PAY_008245,CUST_02576,148,CARD,Kotak,2026-08-27 22:46:30,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5973,0.78,1,4,960,ACTIVE,23,Thursday,Web,WiFi,Delhi,0.512,0.792,0.662,0.182,0.012,RETRY_LATER,train
PAY_007977,CUST_03478,5157,WALLET,HDFC,2026-08-28 09:06:30,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2103,0.72,0,1,295,NONE,10,Friday,Android,4G,Chennai,0.223,0.383,0.483,0.553,0.083,SEND_NOTIFICATION,train
PAY_003699,CUST_04115,3925,UPI,HDFC,2026-08-21 10:39:26,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2696,0.92,0,3,831,ACTIVE,11,Friday,Web,WiFi,Hyderabad,0.213,0.473,0.613,0.753,0.083,SEND_NOTIFICATION,train
PAY_000071,CUST_03624,369,CARD,SBI,2026-08-22 08:52:25,EdTech,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5133,0.73,0,0,387,ACTIVE,9,Saturday,iOS,4G,Mumbai,0.5045,0.7845,0.6545,0.1745,0.0045,RETRY_LATER,train
PAY_000545,CUST_02862,7514,NETBANKING,ICICI,2026-08-20 22:57:25,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,3193,0.81,0,1,749,ACTIVE,23,Thursday,iOS,5G,Mumbai,0.5665,0.8365,0.6265,0.2165,0.0165,RETRY_LATER,train
PAY_001205,CUST_00004,325,CARD,ICICI,2026-08-12 17:41:25,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,2482,0.75,1,0,217,ACTIVE,18,Wednesday,Android,5G,Pune,0.5075,0.7875,0.6575,0.1775,0.0075,RETRY_LATER,train
PAY_003079,CUST_02809,614,CARD,HDFC,2026-08-28 06:01:26,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,4845,0.8,1,1,600,ACTIVE,6,Friday,Android,WiFi,Delhi,0.565,0.835,0.625,0.215,0.015,RETRY_LATER,train
PAY_009107,CUST_00303,137,UPI,ICICI,2026-08-23 07:36:31,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3438,0.77,0,4,913,TRIAL,8,Sunday,iOS,WiFi,Delhi,0.5305,0.8105,0.6105,0.1905,0.0105,RETRY_LATER,train
PAY_009121,CUST_02148,10315,CARD,Kotak,2026-08-13 07:14:31,FoodDelivery,FAILED,BLOCKED_METHOD,HARD,0,2094,0.79,0,5,504,ACTIVE,8,Thursday,Android,5G,Kolkata,0.0435,0.0535,0.1635,0.1935,0.9635,SEND_NOTIFICATION,train
PAY_009681,CUST_02066,661,UPI,Axis,2026-08-23 22:46:32,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,5245,0.99,0,1,97,ACTIVE,23,Sunday,Web,5G,Hyderabad,0.5935,0.8635,0.6535,0.2435,0.0435,RETRY_LATER,train
PAY_006181,CUST_03879,2601,WALLET,Kotak,2026-08-29 17:00:28,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,7565,0.73,0,2,173,TRIAL,17,Saturday,iOS,3G,Bangalore,0.5545,0.8245,0.6145,0.2045,0.0045,RETRY_LATER,train
PAY_008330,CUST_00668,99,UPI,ICICI,2026-08-12 04:56:30,SaaS,FAILED,NETWORK_ERROR,TEMPORARY,0,4401,0.62,2,2,392,CHURNED,5,Wednesday,iOS,4G,Mumbai,0.468,0.738,0.568,0.138,0.0,RETRY_LATER,train
PAY_004285,CUST_00827,1226,NETBANKING,PNB,2026-08-14 06:30:27,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3275,0.88,1,3,477,ACTIVE,7,Friday,Android,4G,Bangalore,0.547,0.827,0.627,0.207,0.027,RETRY_LATER,train
PAY_004008,CUST_04416,2102,NETBANKING,Kotak,2026-08-30 11:50:26,EdTech,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,3079,0.69,0,4,951,ACTIVE,12,Sunday,Android,4G,Delhi,0.2185,0.3785,0.4785,0.5485,0.0785,SEND_NOTIFICATION,train
PAY_008714,CUST_04174,348,UPI,ICICI,2026-08-14 08:58:31,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1574,0.91,0,1,331,ACTIVE,9,Friday,iOS,4G,Bangalore,0.2115,0.4715,0.6115,0.7515,0.0815,SEND_NOTIFICATION,train
PAY_000878,CUST_03943,1585,UPI,BOB,2026-08-10 03:08:25,Gaming,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2572,0.98,0,5,364,ACTIVE,4,Monday,Desktop,5G,Hyderabad,0.262,0.422,0.522,0.592,0.122,SEND_NOTIFICATION,train
PAY_008061,CUST_00962,1528,UPI,ICICI,2026-08-19 06:40:30,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4429,0.75,1,3,306,TRIAL,7,Wednesday,Web,WiFi,Chennai,0.5275,0.8075,0.6075,0.1875,0.0075,RETRY_LATER,train
PAY_000197,CUST_01612,109,WALLET,Axis,2026-08-22 09:45:25,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,1900,0.86,0,2,502,ACTIVE,10,Saturday,Web,4G,Kolkata,0.104,0.144,0.574,0.674,0.174,SEND_NOTIFICATION,train
PAY_009747,CUST_01897,538,UPI,Kotak,2026-08-19 16:36:32,EdTech,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1051,0.97,0,1,59,ACTIVE,17,Wednesday,Android,WiFi,Mumbai,0.2205,0.4805,0.6205,0.7605,0.0905,SEND_NOTIFICATION,train
PAY_004011,CUST_00237,420,CARD,HDFC,2026-08-07 06:18:26,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3269,0.82,0,1,52,ACTIVE,7,Friday,Android,WiFi,Kolkata,0.518,0.798,0.668,0.188,0.018,RETRY_LATER,train
PAY_009963,CUST_03902,746,UPI,Axis,2026-08-13 18:14:32,FoodDelivery,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,200,0.9,0,1,510,NONE,19,Thursday,Android,WiFi,Delhi,0.38,0.53,0.45,0.63,0.13,SEND_NOTIFICATION,train
PAY_002572,CUST_01179,600,CARD,HDFC,2026-08-17 13:56:26,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,6164,0.69,1,3,282,ACTIVE,14,Monday,Web,WiFi,Pune,0.4985,0.7785,0.6485,0.1685,0.0,RETRY_LATER,train
PAY_003754,CUST_04020,2463,UPI,ICICI,2026-08-03 15:30:26,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1412,0.84,2,1,690,ACTIVE,16,Monday,iOS,4G,Hyderabad,0.201,0.461,0.601,0.741,0.071,SEND_NOTIFICATION,train
PAY_009248,CUST_04785,4328,NETBANKING,SBI,2026-08-19 07:46:31,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,2845,0.78,1,7,492,NONE,8,Wednesday,iOS,4G,Hyderabad,0.092,0.132,0.562,0.662,0.162,SEND_NOTIFICATION,train
PAY_008629,CUST_04764,204,UPI,Axis,2026-08-16 07:13:31,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,2367,0.59,2,2,781,TRIAL,8,Sunday,Android,4G,Mumbai,0.5335,0.8035,0.5935,0.1835,0.0,RETRY_LATER,train
PAY_009369,CUST_03050,113,UPI,ICICI,2026-08-07 16:03:31,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,3242,0.85,0,5,965,ACTIVE,16,Friday,iOS,WiFi,Bangalore,0.5025,0.7725,0.6025,0.1725,0.0225,RETRY_LATER,train
PAY_006160,CUST_04394,1160,UPI,HDFC,2026-08-16 10:03:28,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,5081,0.93,0,4,952,TRIAL,10,Sunday,Desktop,WiFi,Mumbai,0.5845,0.8545,0.6445,0.2345,0.0345,RETRY_LATER,train
PAY_004792,CUST_01972,328,UPI,Kotak,2026-08-27 08:55:27,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3682,0.76,0,2,328,CHURNED,9,Thursday,iOS,4G,Mumbai,0.509,0.789,0.659,0.179,0.009,RETRY_LATER,train
PAY_005338,CUST_01408,1229,NETBANKING,ICICI,2026-08-24 07:55:28,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,4052,0.88,0,1,504,ACTIVE,8,Monday,iOS,4G,Mumbai,0.577,0.847,0.637,0.227,0.027,RETRY_LATER,train
PAY_003025,CUST_04323,470,NETBANKING,BOB,2026-08-22 07:02:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,2735,0.73,0,0,79,NONE,7,Saturday,Android,WiFi,Kolkata,0.5245,0.8045,0.6045,0.1845,0.0045,RETRY_LATER,train
PAY_002719,CUST_03161,1987,UPI,SBI,2026-08-16 15:49:26,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,1900,0.79,2,2,482,TRIAL,16,Sunday,Android,3G,Chennai,0.0935,0.1335,0.5635,0.6635,0.1635,SEND_NOTIFICATION,train
PAY_008656,CUST_01268,1551,CARD,Axis,2026-08-27 17:19:31,Travel,FAILED,NETWORK_ERROR,TEMPORARY,0,6218,0.73,0,1,742,TRIAL,18,Thursday,Android,4G,Chennai,0.4845,0.7545,0.5845,0.1545,0.0045,RETRY_LATER,train
PAY_006917,CUST_04953,696,UPI,SBI,2026-08-27 18:07:29,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1763,0.8,2,6,977,ACTIVE,19,Thursday,Android,4G,Chennai,0.195,0.455,0.595,0.735,0.065,SEND_NOTIFICATION,train
PAY_003985,CUST_01274,169,NETBANKING,Yes,2026-08-04 05:15:26,FoodDelivery,FAILED,CARD_EXPIRED,CUSTOMER,0,2223,0.82,0,3,33,ACTIVE,6,Tuesday,Web,WiFi,Chennai,0.098,0.138,0.568,0.668,0.168,SEND_NOTIFICATION,train
PAY_007309,CUST_02154,1709,CARD,HDFC,2026-08-16 05:19:29,SaaS,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,413,0.89,0,0,250,TRIAL,6,Sunday,Android,WiFi,Bangalore,0.3785,0.5285,0.4485,0.6285,0.1285,SEND_NOTIFICATION,train
PAY_005954,CUST_00934,1019,NETBANKING,Kotak,2026-08-30 05:51:28,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2124,0.9,0,3,566,NONE,6,Sunday,Desktop,WiFi,Hyderabad,0.25,0.41,0.51,0.58,0.11,SEND_NOTIFICATION,train
PAY_003845,CUST_01769,99,UPI,Kotak,2026-08-24 08:31:26,SaaS,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,7212,0.84,0,3,356,ACTIVE,9,Monday,Android,4G,Chennai,0.521,0.801,0.671,0.191,0.021,RETRY_LATER,train
PAY_002683,CUST_03581,183,NETBANKING,BOB,2026-08-18 11:05:26,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1923,0.65,0,5,287,ACTIVE,11,Tuesday,iOS,3G,Bangalore,0.1725,0.4325,0.5725,0.7125,0.0425,SEND_NOTIFICATION,train
PAY_004025,CUST_04179,198,NETBANKING,ICICI,2026-08-17 11:39:26,SaaS,FAILED,NETWORK_ERROR,TEMPORARY,0,5379,0.78,0,7,498,TRIAL,12,Monday,Web,4G,Hyderabad,0.492,0.762,0.592,0.162,0.012,RETRY_LATER,train
PAY_008716,CUST_01242,395,CARD,HDFC,2026-08-26 14:52:31,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,2074,0.79,0,3,405,ACTIVE,15,Wednesday,Android,4G,Chennai,0.5635,0.8335,0.6235,0.2135,0.0135,RETRY_LATER,train
PAY_003140,CUST_02695,1463,CARD,Kotak,2026-08-29 20:54:26,Gaming,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3861,0.77,0,2,355,ACTIVE,21,Saturday,Android,WiFi,Hyderabad,0.5105,0.7905,0.6605,0.1805,0.0105,RETRY_LATER,train
PAY_004238,CUST_02040,3733,UPI,SBI,2026-08-04 17:01:26,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,862,0.75,0,2,928,ACTIVE,17,Tuesday,Android,WiFi,Kolkata,0.2275,0.3875,0.4875,0.5575,0.0875,SEND_NOTIFICATION,train
PAY_000219,CUST_00921,535,CARD,HDFC,2026-08-15 05:20:25,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,3458,0.77,1,3,428,ACTIVE,6,Saturday,Android,WiFi,Bangalore,0.4905,0.7605,0.5905,0.1605,0.0105,RETRY_LATER,train
PAY_006619,CUST_00379,2906,UPI,SBI,2026-08-18 18:16:29,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1516,0.9,1,4,768,ACTIVE,19,Tuesday,Android,WiFi,Pune,0.21,0.47,0.61,0.75,0.08,SEND_NOTIFICATION,train
PAY_009607,CUST_02650,171,UPI,PNB,2026-08-20 16:07:32,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,2415,0.74,0,1,178,ACTIVE,17,Thursday,Android,4G,Bangalore,0.556,0.826,0.616,0.206,0.006,RETRY_LATER,train
PAY_005269,CUST_00256,266,UPI,Kotak,2026-08-04 11:05:27,Gaming,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5731,0.9,1,3,205,ACTIVE,11,Tuesday,Desktop,WiFi,Bangalore,0.53,0.81,0.68,0.2,0.03,RETRY_LATER,train
PAY_002544,CUST_01630,129,CARD,PNB,2026-08-04 08:38:26,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,5648,0.75,0,4,559,ACTIVE,9,Tuesday,Web,4G,Kolkata,0.5575,0.8275,0.6175,0.2075,0.0075,RETRY_LATER,train
PAY_002871,CUST_04105,99,NETBANKING,Axis,2026-08-27 09:00:26,EdTech,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1887,0.88,1,2,22,ACTIVE,9,Thursday,Android,WiFi,Delhi,0.207,0.467,0.607,0.747,0.077,SEND_NOTIFICATION,train
PAY_001245,CUST_02893,502,UPI,SBI,2026-08-06 12:57:25,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,5046,0.99,0,1,927,TRIAL,13,Thursday,iOS,4G,Kolkata,0.5935,0.8635,0.6535,0.2435,0.0435,RETRY_LATER,train
PAY_000421,CUST_03612,616,UPI,Axis,2026-08-24 07:23:25,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,6321,0.83,1,3,964,ACTIVE,8,Monday,Android,WiFi,Chennai,0.5695,0.8395,0.6295,0.2195,0.0195,RETRY_LATER,train
PAY_006228,CUST_00314,880,CARD,HDFC,2026-08-31 19:56:28,EdTech,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,1843,0.94,1,4,210,ACTIVE,20,Monday,Android,WiFi,Bangalore,0.536,0.816,0.686,0.206,0.036,RETRY_LATER,train
PAY_002059,CUST_04466,2990,UPI,HDFC,2026-08-23 12:14:26,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2863,0.84,0,1,493,ACTIVE,13,Sunday,Android,4G,Chennai,0.201,0.461,0.601,0.741,0.071,SEND_NOTIFICATION,train
PAY_008494,CUST_04816,1176,NETBANKING,PNB,2026-08-09 20:05:30,EdTech,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1594,0.73,0,4,914,ACTIVE,20,Sunday,iOS,WiFi,Bangalore,0.3545,0.5045,0.4245,0.6045,0.1045,SEND_NOTIFICATION,train
PAY_006435,CUST_01884,2001,CARD,HDFC,2026-08-19 12:17:29,Travel,FAILED,BANK_TIMEOUT,TEMPORARY,0,4714,0.84,1,3,202,ACTIVE,13,Wednesday,Android,5G,Pune,0.571,0.841,0.631,0.221,0.021,RETRY_LATER,train
PAY_003423,CUST_04014,1352,UPI,SBI,2026-08-17 09:48:26,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1964,0.71,0,1,626,ACTIVE,10,Monday,Android,5G,Mumbai,0.2215,0.3815,0.4815,0.5515,0.0815,SEND_NOTIFICATION,train
PAY_004511,CUST_04057,162,UPI,HDFC,2026-08-22 14:22:27,SaaS,FAILED,NETWORK_ERROR,TEMPORARY,0,4327,0.92,0,3,603,ACTIVE,15,Saturday,Android,3G,Pune,0.513,0.783,0.613,0.183,0.033,RETRY_LATER,train
PAY_001167,CUST_04473,2338,UPI,Kotak,2026-08-18 08:50:25,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2092,0.81,0,2,185,ACTIVE,9,Tuesday,Android,4G,Delhi,0.1965,0.4565,0.5965,0.7365,0.0665,SEND_NOTIFICATION,train
PAY_000255,CUST_01358,2233,CARD,ICICI,2026-08-03 11:04:25,Gaming,FAILED,NETWORK_ERROR,TEMPORARY,0,2932,0.78,0,2,288,ACTIVE,11,Monday,Android,4G,Mumbai,0.492,0.762,0.592,0.162,0.012,RETRY_LATER,train
PAY_000416,CUST_03938,501,CARD,SBI,2026-08-07 09:49:25,Travel,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2195,0.96,0,3,764,NONE,10,Friday,Android,5G,Pune,0.259,0.419,0.519,0.589,0.119,SEND_NOTIFICATION,train
PAY_009176,CUST_03318,2989,CARD,Kotak,2026-08-30 15:11:31,SaaS,FAILED,CUSTOMER_DECLINED,HARD,0,2763,0.94,0,3,234,TRIAL,16,Sunday,iOS,4G,Delhi,0.046,0.046,0.066,0.086,0.99,SEND_NOTIFICATION,train
PAY_003470,CUST_04309,10242,UPI,Yes,2026-08-31 05:20:26,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3244,0.88,0,2,231,ACTIVE,6,Monday,Android,4G,Kolkata,0.547,0.827,0.627,0.207,0.027,RETRY_LATER,train
PAY_003051,CUST_02708,345,NETBANKING,HDFC,2026-08-03 07:09:26,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,6060,0.69,1,0,868,ACTIVE,8,Monday,Android,5G,Bangalore,0.4985,0.7785,0.6485,0.1685,0.0,RETRY_LATER,train
PAY_000760,CUST_00581,929,NETBANKING,SBI,2026-08-25 11:53:25,EdTech,FAILED,CARD_EXPIRED,CUSTOMER,0,2416,0.79,1,4,231,CHURNED,12,Tuesday,Android,3G,Delhi,0.0935,0.1335,0.5635,0.6635,0.1635,SEND_NOTIFICATION,train
PAY_001386,CUST_01132,506,WALLET,Kotak,2026-08-06 06:34:25,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,2031,0.89,1,3,711,ACTIVE,7,Thursday,iOS,WiFi,Kolkata,0.5285,0.8085,0.6785,0.1985,0.0285,RETRY_LATER,train
PAY_000655,CUST_02926,439,CARD,HDFC,2026-08-07 06:14:25,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1629,0.86,0,4,171,ACTIVE,7,Friday,iOS,WiFi,Delhi,0.244,0.404,0.504,0.574,0.104,SEND_NOTIFICATION,train
PAY_001202,CUST_02068,221,CARD,SBI,2026-08-10 07:19:25,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2121,0.87,1,5,262,ACTIVE,8,Monday,iOS,WiFi,Mumbai,0.2055,0.4655,0.6055,0.7455,0.0755,SEND_NOTIFICATION,train
PAY_002414,CUST_00303,1839,CARD,HDFC,2026-08-09 14:10:26,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2117,0.78,1,2,426,NONE,15,Sunday,iOS,4G,Bangalore,0.192,0.452,0.592,0.732,0.062,SEND_NOTIFICATION,train
PAY_005580,CUST_02322,2402,UPI,Kotak,2026-08-17 10:42:28,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1775,0.77,1,0,185,ACTIVE,11,Monday,Android,5G,Delhi,0.1905,0.4505,0.5905,0.7305,0.0605,SEND_NOTIFICATION,train
PAY_005994,CUST_00485,573,WALLET,ICICI,2026-08-04 10:29:28,Ecommerce,FAILED,BLOCKED_METHOD,HARD,0,2156,0.94,0,2,391,NONE,11,Tuesday,iOS,4G,Hyderabad,0.066,0.076,0.186,0.216,0.986,SEND_NOTIFICATION,train
PAY_005295,CUST_01453,2000,NETBANKING,SBI,2026-08-14 06:13:28,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,7182,0.83,0,4,961,ACTIVE,7,Friday,Android,3G,Delhi,0.5395,0.8195,0.6195,0.1995,0.0195,RETRY_LATER,train
PAY_003056,CUST_04721,1022,UPI,Yes,2026-08-21 14:25:26,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,849,0.73,1,2,87,ACTIVE,15,Friday,Android,5G,Mumbai,0.5045,0.7845,0.6545,0.1745,0.0045,RETRY_LATER,train
PAY_002831,CUST_02223,542,NETBANKING,HDFC,2026-08-24 16:22:26,Ecommerce,FAILED,PAYMENT_EXPIRED,HARD,0,392,0.85,1,2,134,NONE,17,Monday,Desktop,5G,Mumbai,0.0325,0.0425,0.0725,0.1025,0.99,SEND_NOTIFICATION,train
PAY_002971,CUST_01161,303,NETBANKING,HDFC,2026-08-03 09:54:26,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,3427,0.78,1,6,301,NONE,10,Monday,Desktop,4G,Pune,0.192,0.452,0.592,0.732,0.062,SEND_NOTIFICATION,train
PAY_000329,CUST_01133,1620,UPI,Axis,2026-08-31 15:24:25,FoodDelivery,FAILED,NETWORK_ERROR,TEMPORARY,0,3418,0.91,0,7,910,ACTIVE,16,Monday,iOS,3G,Mumbai,0.5115,0.7815,0.6115,0.1815,0.0315,RETRY_LATER,train
PAY_004271,CUST_02319,354,CARD,Axis,2026-08-06 14:36:26,Ecommerce,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,6846,0.79,0,4,927,ACTIVE,15,Thursday,Desktop,4G,Chennai,0.5135,0.7935,0.6635,0.1835,0.0135,RETRY_LATER,train
PAY_005995,CUST_00340,3205,CARD,ICICI,2026-08-20 02:44:28,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2137,0.71,0,4,537,ACTIVE,3,Thursday,iOS,4G,Hyderabad,0.1815,0.4415,0.5815,0.7215,0.0515,SEND_NOTIFICATION,train
PAY_004393,CUST_03548,400,NETBANKING,Axis,2026-08-21 20:35:27,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,897,0.76,2,1,791,ACTIVE,21,Friday,Android,5G,Kolkata,0.089,0.129,0.559,0.659,0.159,SEND_NOTIFICATION,train
PAY_002064,CUST_00048,99,CARD,SBI,2026-08-07 15:24:26,Ecommerce,FAILED,PAYMENT_EXPIRED,HARD,0,1959,0.69,1,4,447,NONE,16,Friday,Android,4G,Pune,0.0085,0.0185,0.0485,0.0785,0.9785,RETRY_LATER,train
PAY_008302,CUST_02937,669,CARD,BOB,2026-08-02 15:59:30,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5399,0.88,0,1,360,TRIAL,16,Sunday,iOS,5G,Kolkata,0.527,0.807,0.677,0.197,0.027,RETRY_LATER,train
PAY_009014,CUST_04961,884,CARD,Axis,2026-08-30 13:19:31,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5996,0.84,0,3,121,ACTIVE,14,Sunday,iOS,WiFi,Chennai,0.541,0.821,0.621,0.201,0.021,RETRY_LATER,train
PAY_009330,CUST_02101,880,UPI,SBI,2026-08-18 10:23:31,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,1978,0.79,0,2,37,CHURNED,11,Tuesday,Android,WiFi,Hyderabad,0.2335,0.3935,0.4935,0.5635,0.0935,SEND_NOTIFICATION,train
PAY_005170,CUST_01660,125,UPI,Kotak,2026-08-02 04:11:27,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,3372,0.88,0,4,836,NONE,5,Sunday,Web,4G,Pune,0.107,0.147,0.577,0.677,0.177,SEND_NOTIFICATION,train
PAY_004430,CUST_03491,99,CARD,SBI,2026-08-11 05:15:27,SaaS,FAILED,INVALID_ACCOUNT,HARD,0,2817,0.98,0,4,251,ACTIVE,6,Tuesday,Android,WiFi,Chennai,0.062,0.072,0.142,0.162,0.99,SWITCH_METHOD,train
PAY_001282,CUST_03916,996,CARD,BOB,2026-08-14 12:47:25,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,3550,0.91,0,1,365,ACTIVE,13,Friday,Android,4G,Kolkata,0.5815,0.8515,0.6415,0.2315,0.0315,RETRY_LATER,train
PAY_003382,CUST_03163,191,UPI,Yes,2026-08-21 05:41:26,SaaS,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1140,0.73,0,5,480,NONE,6,Friday,Android,WiFi,Delhi,0.3545,0.5045,0.4245,0.6045,0.1045,SEND_NOTIFICATION,train
PAY_002637,CUST_01316,1024,CARD,SBI,2026-08-27 06:04:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3004,0.94,0,2,962,ACTIVE,6,Thursday,Desktop,WiFi,Hyderabad,0.556,0.836,0.636,0.216,0.036,RETRY_LATER,train
PAY_003329,CUST_03392,313,UPI,HDFC,2026-08-15 16:37:26,Travel,FAILED,CARD_EXPIRED,CUSTOMER,0,760,0.99,0,4,550,NONE,17,Saturday,Web,WiFi,Pune,0.1235,0.1635,0.5935,0.6935,0.1935,SEND_NOTIFICATION,train
PAY_006437,CUST_04739,210,NETBANKING,ICICI,2026-08-13 07:32:29,SaaS,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,2001,0.81,0,1,899,CHURNED,8,Thursday,iOS,4G,Kolkata,0.3665,0.5165,0.4365,0.6165,0.1165,SEND_NOTIFICATION,train
PAY_005019,CUST_04942,596,CARD,ICICI,2026-08-23 14:05:27,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,4757,0.93,0,3,877,NONE,14,Sunday,Android,4G,Bangalore,0.5145,0.7845,0.6145,0.1845,0.0345,RETRY_LATER,train
PAY_007325,CUST_03129,785,NETBANKING,SBI,2026-08-08 21:06:29,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,1202,0.84,0,4,637,NONE,22,Saturday,Android,4G,Mumbai,0.571,0.841,0.631,0.221,0.021,RETRY_LATER,train
PAY_003796,CUST_04090,792,UPI,Axis,2026-08-24 10:07:26,SaaS,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1289,0.96,0,2,346,ACTIVE,11,Monday,Android,4G,Kolkata,0.389,0.539,0.459,0.639,0.139,SEND_NOTIFICATION,train
PAY_002664,CUST_03544,125,CARD,ICICI,2026-08-03 11:59:26,Ecommerce,FAILED,PAYMENT_EXPIRED,HARD,0,2440,0.72,0,0,157,ACTIVE,12,Monday,Android,WiFi,Hyderabad,0.013,0.023,0.053,0.083,0.983,SEND_NOTIFICATION,train
PAY_008283,CUST_01113,226,NETBANKING,Kotak,2026-08-17 20:00:30,Ecommerce,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,2016,0.82,0,2,707,CHURNED,20,Monday,iOS,3G,Delhi,0.368,0.518,0.438,0.618,0.118,SEND_NOTIFICATION,train
